102  K     0.0965  0.299   0.7431
103  K     0.701   0.5965  0.9931
104  K     0.9035  0.701   0.7431
105  K     0.299   0.4035  0.9931
106  K     0.4035  0.701   0.0069
107  K     0.799   0.4035  0.7569
108  K     0.5965  0.299   0.0069
109  K     0.201   0.5965  0.7569
110  K     0       0.5     0.75
111  K     0.5     0.5     0
112  K     0.572   0.6556  0.0605
113  K     0.8444  0.572   0.8105
114  K     0.428   0.3444  0.0605
115  K     0.1556  0.428   0.8105
116  K     0.928   0.3444  0.6895
117  K     0.6556  0.428   0.9395
118  K     0.072   0.6556  0.6895
119  K     0.3444  0.572   0.9395
120  K     0.5     0       0.4901
121  K     0.5     0.5     0.2401
122  K     0       0       0.2599
123  K     0       0.5     0.5099
124  K     0.8917  0.6974  0.1365
125  K     0.3026  0.3917  0.3865
126  K     0.1083  0.3026  0.1365
127  K     0.6974  0.6083  0.3865
128  K     0.6083  0.3026  0.6135
129  K     0.1974  0.6083  0.3635
130  K     0.3917  0.6974  0.6135
131  K     0.8026  0.3917  0.3635
132  K     0.6986  0.0763  0.6207
133  K     0.4237  0.6986  0.3707
134  K     0.3014  0.9237  0.6207
135  K     0.5763  0.3014  0.3707
136  K     0.8014  0.9237  0.1293
137  K     0.0763  0.3014  0.3793
138  K     0.1986  0.0763  0.1293
139  K     0.9237  0.6986  0.3793
140  K     0.5851  0.3131  0.4997
141  K     0.1869  0.5851  0.2497
142  K     0.4149  0.6869  0.4997
143  K     0.8131  0.4149  0.2497
144  K     0.9149  0.6869  0.2503
145  K     0.3131  0.4149  0.5003
146  K     0.0851  0.3131  0.2503
147  K     0.6869  0.5851  0.5003
148  K     0.7035  0.0755  0.5036
149  K     0.4245  0.7035  0.2536
150  K     0.2965  0.9245  0.5036
151  K     0.5755  0.2965  0.2536
152  K     0.7965  0.9245  0.2464
153  K     0.0755  0.2965  0.4964
154  K     0.2035  0.0755  0.2464
155  K     0.9245  0.7035  0.4964
156  K     0       0.5     0.1333
157  K     0.5     0.5     0.3833
158  K     0.5     0.5     0.6167
159  K     0       0.5     0.3667
160  K     0.3998  0.2061  0.4916
161  K     0.2939  0.3998  0.2416
162  K     0.6002  0.7939  0.4916
163  K     0.7061  0.6002  0.2416
164  K     0.1002  0.7939  0.2584
165  K     0.2061  0.6002  0.5084
166  K     0.8998  0.2061  0.2584
167  K     0.7939  0.3998  0.5084
168  K     0.4273  0.8413  0.4472
169  K     0.6587  0.4273  0.1972
170  K     0.5727  0.1587  0.4472
171  K     0.3413  0.5727  0.1972
172  K     0.0727  0.1587  0.3028
173  K     0.8413  0.5727  0.5528
174  K     0.9273  0.8413  0.3028
175  K     0.1587  0.4273  0.5528
176  K     0.3647  0.074   0.5584
177  K     0.426   0.3647  0.3084
178  K     0.6353  0.926   0.5584
179  K     0.574   0.6353  0.3084
180  K     0.1353  0.926   0.1916
181  K     0.074   0.6353  0.4416
182  K     0.8647  0.074   0.1916
183  K     0.926   0.3647  0.4416
184  K     0       0.5     0.25
185  K     0.5     0.5     0.5
186  K     0.6925  0.0835  0.371
187  K     0.9165  0.1925  0.621
188  K     0.3075  0.9165  0.371
189  K     0.0835  0.8075  0.621
190  K     0.8075  0.9165  0.379
191  K     0.5835  0.8075  0.129
192  K     0.1925  0.0835  0.379
193  K     0.4165  0.1925  0.129
194  K     0.6664  0.4329  0.4303
195  K     0.0671  0.6664  0.1803
196  K     0.3336  0.5671  0.4303
197  K     0.9329  0.3336  0.1803
198  K     0.8336  0.5671  0.3197
199  K     0.4329  0.3336  0.5697
200  K     0.1664  0.4329  0.3197
201  K     0.5671  0.6664  0.5697
202  K     0.2262  0.2598  0.4375
203  K     0.2402  0.2262  0.1875
204  K     0.7738  0.7402  0.4375
205  K     0.7598  0.7738  0.1875
206  K     0.2738  0.7402  0.3125
207  K     0.2598  0.7738  0.5625
208  K     0.7262  0.2598  0.3125
209  K     0.7402  0.2262  0.5625
210  K     0.6057  0.797   0.378
211  K     0.703   0.6057  0.128
212  K     0.3943  0.203   0.378
213  K     0.297   0.3943  0.128
214  K     0.8943  0.203   0.372
215  K     0.797   0.3943  0.622
216  K     0.1057  0.797   0.372
217  K     0.203   0.6057  0.622
218  K     0       0.5     0.6218
219  K     0       0       0.3718
220  K     0.5     0.5     0.1282
221  K     0.5     0       0.3782
222  K     0.5965  0.799   0.2431
223  K     0.201   0.0965  0.4931
224  K     0.4035  0.201   0.2431
225  K     0.799   0.9035  0.4931
226  K     0.9035  0.201   0.5069
227  K     0.299   0.9035  0.2569
228  K     0.0965  0.799   0.5069
229  K     0.701   0.0965  0.2569
230  K     0.5     0       0.25
231  K     0       0       0.5
232  K     0.072   0.1556  0.5605
233  K     0.3444  0.072   0.3105
234  K     0.928   0.8444  0.5605
235  K     0.6556  0.928   0.3105
236  K     0.428   0.8444  0.1895
237  K     0.1556  0.928   0.4395
238  K     0.572   0.1556  0.1895
239  K     0.8444  0.072   0.4395
240  Al    0.0528  0.6481  0.0623
241  Al    0.8519  0.0528  0.8123
242  Al    0.9472  0.3519  0.0623
243  Al    0.1481  0.9472  0.8123
244  Al    0.4472  0.3519  0.6877
245  Al    0.6481  0.9472  0.9377
246  Al    0.5528  0.6481  0.6877
247  Al    0.3519  0.0528  0.9377
248  Al    0.1499  0.4482  0.9374
249  Al    0.0518  0.1499  0.6874
250  Al    0.8501  0.5518  0.9374
251  Al    0.9482  0.8501  0.6874
252  Al    0.3501  0.5518  0.8126
253  Al    0.4482  0.8501  0.0626
254  Al    0.6499  0.4482  0.8126
255  Al    0.5518  0.1499  0.0626
256  Al    0.5503  0.1488  0.8133
257  Al    0.8512  0.0503  0.0633
258  Al    0.4497  0.8512  0.8133
259  Al    0.1488  0.9497  0.0633
260  Al    0.9497  0.8512  0.9367
261  Al    0.6488  0.9497  0.6867
262  Al    0.0503  0.1488  0.9367
263  Al    0.3512  0.0503  0.6867
264  Al    0.2489  0.7499  0.6872
265  Al    0.2501  0.7489  0.9372
266  Al    0.7511  0.2501  0.6872
267  Al    0.7499  0.2511  0.9372
268  Al    0.2511  0.2501  0.0628
269  Al    0.2499  0.2511  0.8128
270  Al    0.7489  0.7499  0.0628
271  Al    0.7501  0.7489  0.8128
272  Al    0.0506  0.6485  0.8121
273  Al    0.3515  0.5506  0.0621
274  Al    0.9494  0.3515  0.8121
275  Al    0.6485  0.4494  0.0621
276  Al    0.4494  0.3515  0.9379
277  Al    0.1485  0.4494  0.6879
278  Al    0.5506  0.6485  0.9379
279  Al    0.8515  0.5506  0.6879
280  Al    0.5528  0.1481  0.5623
281  Al    0.3519  0.5528  0.3123
282  Al    0.4472  0.8519  0.5623
283  Al    0.6481  0.4472  0.3123
284  Al    0.9472  0.8519  0.1877
285  Al    0.1481  0.4472  0.4377
286  Al    0.0528  0.1481  0.1877
287  Al    0.8519  0.5528  0.4377
288  Al    0.6499  0.9482  0.4374
289  Al    0.5518  0.6499  0.1874
290  Al    0.3501  0.0518  0.4374
291  Al    0.4482  0.3501  0.1874
292  Al    0.8501  0.0518  0.3126
293  Al    0.9482  0.3501  0.5626
294  Al    0.1499  0.9482  0.3126
295  Al    0.0518  0.6499  0.5626
296  Al    0.0503  0.6488  0.3133
297  Al    0.3512  0.5503  0.5633
298  Al    0.9497  0.3512  0.3133
299  Al    0.6488  0.4497  0.5633
300  Al    0.4497  0.3512  0.4367
301  Al    0.1488  0.4497  0.1867
302  Al    0.5503  0.6488  0.4367
303  Al    0.8512  0.5503  0.1867
304  Al    0.7489  0.2499  0.1872
305  Al    0.7501  0.2489  0.4372
306  Al    0.2511  0.7501  0.1872
307  Al    0.2499  0.7511  0.4372
308  Al    0.7511  0.7501  0.5628
309  Al    0.7499  0.7511  0.3128
310  Al    0.2489  0.2499  0.5628
311  Al    0.2501  0.2489  0.3128
312  Al    0.5506  0.1485  0.3121
313  Al    0.8515  0.0506  0.5621
314  Al    0.4494  0.8515  0.3121
315  Al    0.1485  0.9494  0.5621
316  Al    0.9494  0.8515  0.4379
317  Al    0.6485  0.9494  0.1879
318  Al    0.0506  0.1485  0.4379
319  Al    0.3515  0.0506  0.1879
320  F     0.1127  0.6714  0.102
321  F     0.8286  0.1127  0.852
322  F     0.8873  0.3286  0.102
323  F     0.1714  0.8873  0.852
324  F     0.3873  0.3286  0.648
325  F     0.6714  0.8873  0.898
326  F     0.6127  0.6714  0.648
327  F     0.3286  0.1127  0.898
328  F     0.9884  0.6255  0.0226
329  F     0.8745  0.9884  0.7726
330  F     0.0116  0.3745  0.0226
331  F     0.1255  0.0116  0.7726
332  F     0.5116  0.3745  0.7274
333  F     0.6255  0.0116  0.9774
334  F     0.4884  0.6255  0.7274
335  F     0.3745  0.9884  0.9774
336  F     0.2371  0.4885  0.9375
337  F     0.0115  0.2371  0.6875
338  F     0.7629  0.5115  0.9375
339  F     0.9885  0.7629  0.6875
340  F     0.2629  0.5115  0.8125
341  F     0.4885  0.7629  0.0625
342  F     0.7371  0.4885  0.8125
343  F     0.5115  0.2371  0.0625
344  F     0.0611  0.4037  0.9348
345  F     0.0963  0.0611  0.6848
346  F     0.9389  0.5963  0.9348
347  F     0.9037  0.9389  0.6848
348  F     0.4389  0.5963  0.8152
349  F     0.4037  0.9389  0.0652
350  F     0.5611  0.4037  0.8152
351  F     0.5963  0.0611  0.0652
352  F     0.6378  0.1872  0.8109
353  F     0.8128  0.1378  0.0609
354  F     0.3622  0.8128  0.8109
355  F     0.1872  0.8622  0.0609
356  F     0.8622  0.8128  0.9391
357  F     0.6872  0.8622  0.6891
358  F     0.1378  0.1872  0.9391
359  F     0.3128  0.1378  0.6891
360  F     0.0173  0.7379  0.063
361  F     0.7621  0.0173  0.813
362  F     0.9827  0.2621  0.063
363  F     0.2379  0.9827  0.813
364  F     0.4827  0.2621  0.687
365  F     0.7379  0.9827  0.937
366  F     0.5173  0.7379  0.687
367  F     0.2621  0.0173  0.937
368  F     0.0944  0.5652  0.0556
369  F     0.9348  0.0944  0.8056
370  F     0.9056  0.4348  0.0556
371  F     0.0652  0.9056  0.8056
372  F     0.4056  0.4348  0.6944
373  F     0.5652  0.9056  0.9444
374  F     0.5944  0.5652  0.6944
375  F     0.4348  0.0944  0.9444
376  F     0.1008  0.5277  0.9379
377  F     0.9723  0.1008  0.6879
378  F     0.8992  0.4723  0.9379
379  F     0.0277  0.8992  0.6879
380  F     0.3992  0.4723  0.8121
381  F     0.5277  0.8992  0.0621
382  F     0.6008  0.5277  0.8121
383  F     0.4723  0.1008  0.0621
384  F     0.1941  0.3631  0.936
385  F     0.1369  0.1941  0.686
386  F     0.8059  0.6369  0.936
387  F     0.8631  0.8059  0.686
388  F     0.3059  0.6369  0.814
389  F     0.3631  0.8059  0.064
390  F     0.6941  0.3631  0.814
391  F     0.6369  0.1941  0.064
392  F     0.5066  0.2328  0.8099
393  F     0.7672  0.0066  0.0599
394  F     0.4934  0.7672  0.8099
395  F     0.2328  0.9934  0.0599
396  F     0.9934  0.7672  0.9401
397  F     0.7328  0.9934  0.6901
398  F     0.0066  0.2328  0.9401
399  F     0.2672  0.0066  0.6901
400  F     0.5531  0.1516  0.8652
401  F     0.8484  0.0531  0.1152
402  F     0.4469  0.8484  0.8652
403  F     0.1516  0.9469  0.1152
404  F     0.9469  0.8484  0.8848
405  F     0.6516  0.9469  0.6348
406  F     0.0531  0.1516  0.8848
407  F     0.3484  0.0531  0.6348
408  F     0.9896  0.6221  0.1
409  F     0.8779  0.9896  0.85
410  F     0.0104  0.3779  0.1
411  F     0.1221  0.0104  0.85
412  F     0.5104  0.3779  0.65
413  F     0.6221  0.0104  0.9
414  F     0.4896  0.6221  0.65
415  F     0.3779  0.9896  0.9
416  F     0.1163  0.6749  0.0256
417  F     0.8251  0.1163  0.7756
418  F     0.8837  0.3251  0.0256
419  F     0.1749  0.8837  0.7756
420  F     0.3837  0.3251  0.7244
421  F     0.6749  0.8837  0.9744
422  F     0.6163  0.6749  0.7244
423  F     0.3251  0.1163  0.9744
424  F     0.1516  0.4448  0.99
425  F     0.0552  0.1516  0.74
426  F     0.8484  0.5552  0.99
427  F     0.9448  0.8484  0.74
428  F     0.3484  0.5552  0.76
429  F     0.4448  0.8484  0.01
430  F     0.6516  0.4448  0.76
431  F     0.5552  0.1516  0.01
432  F     0.153   0.4406  0.8833
433  F     0.0594  0.153   0.6333
434  F     0.847   0.5594  0.8833
435  F     0.9406  0.847   0.6333
436  F     0.347   0.5594  0.8667
437  F     0.4406  0.847   0.1167
438  F     0.653   0.4406  0.8667
439  F     0.5594  0.153   0.1167
440  F     0.4666  0.1009  0.8136
441  F     0.8991  0.9666  0.0636
442  F     0.5334  0.8991  0.8136
443  F     0.1009  0.0334  0.0636
444  F     0.0334  0.8991  0.9364
445  F     0.6009  0.0334  0.6864
446  F     0.9666  0.1009  0.9364
447  F     0.3991  0.9666  0.6864
448  F     0.5986  0.0624  0.81
449  F     0.9376  0.0986  0.06
450  F     0.4014  0.9376  0.81
451  F     0.0624  0.9014  0.06
452  F     0.9014  0.9376  0.94
453  F     0.5624  0.9014  0.69
454  F     0.0986  0.0624  0.94
455  F     0.4376  0.0986  0.69
456  F     0.5523  0.1428  0.7586
457  F     0.8572  0.0523  0.0086
458  F     0.4477  0.8572  0.7586
459  F     0.1428  0.9477  0.0086
460  F     0.9477  0.8572  0.9914
461  F     0.6428  0.9477  0.7414
462  F     0.0523  0.1428  0.9914
463  F     0.3572  0.0523  0.7414
464  F     0.2807  0.8414  0.6894
465  F     0.1586  0.7807  0.9394
466  F     0.7193  0.1586  0.6894
467  F     0.8414  0.2193  0.9394
468  F     0.2193  0.1586  0.0606
469  F     0.3414  0.2193  0.8106
470  F     0.7807  0.8414  0.0606
471  F     0.6586  0.7807  0.8106
472  F     0.1589  0.781   0.6867
473  F     0.219   0.6589  0.9367
474  F     0.8411  0.219   0.6867
475  F     0.781   0.3411  0.9367
476  F     0.3411  0.219   0.0633
477  F     0.281   0.3411  0.8133
478  F     0.6589  0.781   0.0633
479  F     0.719   0.6589  0.8133
480  F     0.2616  0.7412  0.7412
481  F     0.2588  0.7616  0.9912
482  F     0.7384  0.2588  0.7412
483  F     0.7412  0.2384  0.9912
484  F     0.2384  0.2588  0.0088
485  F     0.2412  0.2384  0.7588
486  F     0.7616  0.7412  0.0088
487  F     0.7588  0.7616  0.7588
488  F     0.2226  0.6566  0.6942
489  F     0.3434  0.7226  0.9442
490  F     0.7774  0.3434  0.6942
491  F     0.6566  0.2774  0.9442
492  F     0.2774  0.3434  0.0558
493  F     0.1566  0.2774  0.8058
494  F     0.7226  0.6566  0.0558
495  F     0.8434  0.7226  0.8058
496  F     0.3428  0.719   0.6834
497  F     0.281   0.8428  0.9334
498  F     0.6572  0.281   0.6834
499  F     0.719   0.1572  0.9334
500  F     0.1572  0.281   0.0666
501  F     0.219   0.1572  0.8166
502  F     0.8428  0.719   0.0666
503  F     0.781   0.8428  0.8166
504  F     0.2501  0.7406  0.6336
505  F     0.2594  0.7501  0.8836
506  F     0.7499  0.2594  0.6336
507  F     0.7406  0.2499  0.8836
508  F     0.2499  0.2594  0.1164
509  F     0.2406  0.2499  0.8664
510  F     0.7501  0.7406  0.1164
511  F     0.7594  0.7501  0.8664
512  F     0.127   0.7008  0.8145
513  F     0.2992  0.627   0.0645
514  F     0.873   0.2992  0.8145
515  F     0.7008  0.373   0.0645
516  F     0.373   0.2992  0.9355
517  F     0.2008  0.373   0.6855
518  F     0.627   0.7008  0.9355
519  F     0.7992  0.627   0.6855
520  F     0.0014  0.7336  0.8133
521  F     0.2664  0.5014  0.0633
522  F     0.9986  0.2664  0.8133
523  F     0.7336  0.4986  0.0633
524  F     0.4986  0.2664  0.9367
525  F     0.2336  0.4986  0.6867
526  F     0.5014  0.7336  0.9367
527  F     0.7664  0.5014  0.6867
528  F     0.0572  0.6574  0.867
529  F     0.3426  0.5572  0.117
530  F     0.9428  0.3426  0.867
531  F     0.6574  0.4428  0.117
532  F     0.4428  0.3426  0.883
533  F     0.1574  0.4428  0.633
534  F     0.5572  0.6574  0.883
535  F     0.8426  0.5572  0.633
536  F     0.9692  0.6029  0.8217
537  F     0.3971  0.4692  0.0717
538  F     0.0308  0.3971  0.8217
539  F     0.6029  0.5308  0.0717
540  F     0.5308  0.3971  0.9283
541  F     0.1029  0.5308  0.6783
542  F     0.4692  0.6029  0.9283
543  F     0.8971  0.4692  0.6783
544  F     0.0951  0.5666  0.8108
545  F     0.4334  0.5951  0.0608
546  F     0.9049  0.4334  0.8108
547  F     0.5666  0.4049  0.0608
548  F     0.4049  0.4334  0.9392
549  F     0.0666  0.4049  0.6892
550  F     0.5951  0.5666  0.9392
551  F     0.9334  0.5951  0.6892
552  F     0.0335  0.6473  0.7619
553  F     0.3527  0.5335  0.0119
554  F     0.9665  0.3527  0.7619
555  F     0.6473  0.4665  0.0119
556  F     0.4665  0.3527  0.9881
557  F     0.1473  0.4665  0.7381
558  F     0.5335  0.6473  0.9881
559  F     0.8527  0.5335  0.7381
560  F     0.6127  0.1714  0.602
561  F     0.3286  0.6127  0.352
562  F     0.3873  0.8286  0.602
563  F     0.6714  0.3873  0.352
564  F     0.8873  0.8286  0.148
565  F     0.1714  0.3873  0.398
566  F     0.1127  0.1714  0.148
567  F     0.8286  0.6127  0.398
568  F     0.4884  0.1255  0.5226
569  F     0.3745  0.4884  0.2726
570  F     0.5116  0.8745  0.5226
571  F     0.6255  0.5116  0.2726
572  F     0.0116  0.8745  0.2274
573  F     0.1255  0.5116  0.4774
574  F     0.9884  0.1255  0.2274
575  F     0.8745  0.4884  0.4774
576  F     0.7371  0.9885  0.4375
577  F     0.5115  0.7371  0.1875
578  F     0.2629  0.0115  0.4375
579  F     0.4885  0.2629  0.1875
580  F     0.7629  0.0115  0.3125
581  F     0.9885  0.2629  0.5625
582  F     0.2371  0.9885  0.3125
583  F     0.0115  0.7371  0.5625
584  F     0.5611  0.9037  0.4348
585  F     0.5963  0.5611  0.1848
586  F     0.4389  0.0963  0.4348
587  F     0.4037  0.4389  0.1848
588  F     0.9389  0.0963  0.3152
589  F     0.9037  0.4389  0.5652
590  F     0.0611  0.9037  0.3152
591  F     0.0963  0.5611  0.5652
592  F     0.1378  0.6872  0.3109
593  F     0.3128  0.6378  0.5609
594  F     0.8622  0.3128  0.3109
595  F     0.6872  0.3622  0.5609
596  F     0.3622  0.3128  0.4391
597  F     0.1872  0.3622  0.1891
598  F     0.6378  0.6872  0.4391
599  F     0.8128  0.6378  0.1891
600  F     0.5173  0.2379  0.563
601  F     0.2621  0.5173  0.313
602  F     0.4827  0.7621  0.563
603  F     0.7379  0.4827  0.313
604  F     0.9827  0.7621  0.187
605  F     0.2379  0.4827  0.437
606  F     0.0173  0.2379  0.187
607  F     0.7621  0.5173  0.437
608  F     0.5944  0.0652  0.5556
609  F     0.4348  0.5944  0.3056
610  F     0.4056  0.9348  0.5556
611  F     0.5652  0.4056  0.3056
612  F     0.9056  0.9348  0.1944
613  F     0.0652  0.4056  0.4444
614  F     0.0944  0.0652  0.1944
615  F     0.9348  0.5944  0.4444
616  F     0.6008  0.0277  0.4379
617  F     0.4723  0.6008  0.1879
618  F     0.3992  0.9723  0.4379
619  F     0.5277  0.3992  0.1879
620  F     0.8992  0.9723  0.3121
621  F     0.0277  0.3992  0.5621
622  F     0.1008  0.0277  0.3121
623  F     0.9723  0.6008  0.5621
624  F     0.6941  0.8631  0.436
625  F     0.6369  0.6941  0.186
626  F     0.3059  0.1369  0.436
627  F     0.3631  0.3059  0.186
628  F     0.8059  0.1369  0.314
629  F     0.8631  0.3059  0.564
630  F     0.1941  0.8631  0.314
631  F     0.1369  0.6941  0.564
632  F     0.0066  0.7328  0.3099
633  F     0.2672  0.5066  0.5599
634  F     0.9934  0.2672  0.3099
635  F     0.7328  0.4934  0.5599
636  F     0.4934  0.2672  0.4401
637  F     0.2328  0.4934  0.1901
638  F     0.5066  0.7328  0.4401
639  F     0.7672  0.5066  0.1901
640  F     0.0531  0.6516  0.3652
641  F     0.3484  0.5531  0.6152
642  F     0.9469  0.3484  0.3652
643  F     0.6516  0.4469  0.6152
644  F     0.4469  0.3484  0.3848
645  F     0.1516  0.4469  0.1348
646  F     0.5531  0.6516  0.3848
647  F     0.8484  0.5531  0.1348
648  F     0.4896  0.1221  0.6
649  F     0.3779  0.4896  0.35
650  F     0.5104  0.8779  0.6
651  F     0.6221  0.5104  0.35
652  F     0.0104  0.8779  0.15
653  F     0.1221  0.5104  0.4
654  F     0.9896  0.1221  0.15
655  F     0.8779  0.4896  0.4
656  F     0.6163  0.1749  0.5256
657  F     0.3251  0.6163  0.2756
658  F     0.3837  0.8251  0.5256
659  F     0.6749  0.3837  0.2756
660  F     0.8837  0.8251  0.2244
661  F     0.1749  0.3837  0.4744
662  F     0.1163  0.1749  0.2244
663  F     0.8251  0.6163  0.4744
664  F     0.6516  0.9448  0.49
665  F     0.5552  0.6516  0.24
666  F     0.3484  0.0552  0.49
667  F     0.4448  0.3484  0.24
668  F     0.8484  0.0552  0.26
669  F     0.9448  0.3484  0.51
670  F     0.1516  0.9448  0.26
671  F     0.0552  0.6516  0.51
672  F     0.653   0.9406  0.3833
673  F     0.5594  0.653   0.1333
674  F     0.347   0.0594  0.3833
675  F     0.4406  0.347   0.1333
676  F     0.847   0.0594  0.3667
677  F     0.9406  0.347   0.6167
678  F     0.153   0.9406  0.3667
679  F     0.0594  0.653   0.6167
680  F     0.9666  0.6009  0.3136
681  F     0.3991  0.4666  0.5636
682  F     0.0334  0.3991  0.3136
683  F     0.6009  0.5334  0.5636
684  F     0.5334  0.3991  0.4364
685  F     0.1009  0.5334  0.1864
686  F     0.4666  0.6009  0.4364
687  F     0.8991  0.4666  0.1864
688  F     0.0986  0.5624  0.31
689  F     0.4376  0.5986  0.56
690  F     0.9014  0.4376  0.31
691  F     0.5624  0.4014  0.56
692  F     0.4014  0.4376  0.44
693  F     0.0624  0.4014  0.19
694  F     0.5986  0.5624  0.44
695  F     0.9376  0.5986  0.19
696  F     0.0523  0.6428  0.2586
697  F     0.3572  0.5523  0.5086
698  F     0.9477  0.3572  0.2586
699  F     0.6428  0.4477  0.5086
700  F     0.4477  0.3572  0.4914
701  F     0.1428  0.4477  0.2414
702  F     0.5523  0.6428  0.4914
703  F     0.8572  0.5523  0.2414
704  F     0.7807  0.3414  0.1894
705  F     0.6586  0.2807  0.4394
706  F     0.2193  0.6586  0.1894
707  F     0.3414  0.7193  0.4394
708  F     0.7193  0.6586  0.5606
709  F     0.8414  0.7193  0.3106
710  F     0.2807  0.3414  0.5606
711  F     0.1586  0.2807  0.3106
712  F     0.6589  0.281   0.1867
713  F     0.719   0.1589  0.4367
714  F     0.3411  0.719   0.1867
715  F     0.281   0.8411  0.4367
716  F     0.8411  0.719   0.5633
717  F     0.781   0.8411  0.3133
718  F     0.1589  0.281   0.5633
719  F     0.219   0.1589  0.3133
720  F     0.7616  0.2412  0.2412
721  F     0.7588  0.2616  0.4912
722  F     0.2384  0.7588  0.2412
723  F     0.2412  0.7384  0.4912
724  F     0.7384  0.7588  0.5088
725  F     0.7412  0.7384  0.2588
726  F     0.2616  0.2412  0.5088
727  F     0.2588  0.2616  0.2588
728  F     0.7226  0.1566  0.1942
729  F     0.8434  0.2226  0.4442
730  F     0.2774  0.8434  0.1942
731  F     0.1566  0.7774  0.4442
732  F     0.7774  0.8434  0.5558
733  F     0.6566  0.7774  0.3058
734  F     0.2226  0.1566  0.5558
735  F     0.3434  0.2226  0.3058
736  F     0.8428  0.219   0.1834
737  F     0.781   0.3428  0.4334
738  F     0.1572  0.781   0.1834
739  F     0.219   0.6572  0.4334
740  F     0.6572  0.781   0.5666
