file	formula	svnrevision
1511205	- B La O5 Si -	176435
1511206	- B La O5 Si -	176435
1511212	- B La3 O9 W -	176435
1511213	- B La5 O13 Si2 -	176435
1511215	- B Li0.93 O5 V2.07 -	176435
8103461	- B Li Mg O3 -	176466
1511216	- B Li Mn O3 -	176435
1511217	- B Li Mn O3 -	176435
4001744	- B Li O3 Sr -	176432
1511219	- B Li O3 Zn -	176435
4001745	- B Li O4 Si -	176467
1511222	- B Li1.13 O3 Zn0.93 -	176435
1511223	- B Li2 Na O3 -	176432
2300379	- B Lu O3 -	176435
1511228	- B Lu O3 -	176435
8103462	- B Mg0.76 Mn1.24 O4 -	176432
8103463	- B Mg O4 Sc -	176432
1511232	- B Mg O4 Ti -	176432
1511234	- B Mg1.8 Mn1.09 O5 -	176435
8103466	- B Mg1.93 Mn1.07 O5 -	176466
4001746	- B Mn O4 Pb -	176467
1511238	- B Mn2 O4 -	176432
7209468	- B Mn2 O5 Sr -	176453
7209469	- B Mn3 O5 -	176453
1511239	- B0.6 Cu2.4 O6.13 Sr2 Y -	176435
1511247	- B Na O3 Sr -	176435
1511248	- B Na O4 Si -	176435
1511251	- B Na2 O3 Rb -	176435
2105417	- B Nb Ni2 O6 -	176435
7209470	- B Nd O3 -	176453
1511259	- B Nd O5 Si -	176435
1511264	- B Nd4.5 O10.62 Pb1.7 V0.3 -	176435
1511268	- B0.62 Cu2.38 O7 Sr2 Y -	176435
1511272	- B O2 Tl -	176435
1511274	- B O3 Sc0.75 Tb0.25 -	176435
2018876	- B O3 Sc -	176435
1511275	- B O3 Sm -	176435
1511278	- B O3 Sm -	176435
8103469	- B O3 Ti -	176466
1511279	- B O3 Tl3 -	176435
1511280	- B O3 Tm -	176435
1511281	- B O3 Tm -	176435
2310095	- B O3 V -	176435
7209472	- B O3 V -	176453
1511282	- B O3 Y -	176435
1511284	- B O3 Y -	176435
1511285	- B O3 Y -	176432
1511286	- B O3 Y -	176435
2310096	- B O3 Yb -	176435
1511287	- B O3 Yb -	176435
7209473	- B O3 Yb -	176453
1511288	- B O4 Ta -	176432
1511290	- B0.65 Cu2.35 La1.16 O7.3 Sr1.84 -	176729
8103472	- B1.08 Cs0.5 K0.5 O6 Si1.92 -	176728
8103473	- B1.09 Cs0.12 K0.88 O6 Si1.91 -	176728
1511342	- B1.28 O64 Si30.72 -	176729
4331448	- B10 Be5 Li14 O27 -	179417
4001748	- B10 Ca La2 O19 -	176467
4331449	- B10 Cs2 K2 O17 -	179417
4331450	- B10 Cs2 Na2 O17 -	179417
2105418	- B10 Cu15 O30 -	176768
1511373	- B10 Na2 O17 Tl2 -	176729
2105419	- B10 O21 Pb6 -	176768
1511386	- B12 Fe1.5 Li5.5 O24 Pb -	176435
1511387	- B0.94 Ba Cu Nd O4.88 -	176435
1511391	- B12 Na2 Ni2 O21 -	176432
1511393	- B12 O26 Ti5 -	176729
1511396	- B0.95 La O4.93 Si -	176435
1511403	- B13 Cs3 O21 -	176729
1511405	- B0.953 Ba Cu O4.906 Pr -	176435
1511417	- B16 O26 Sr2 -	176729
2310103	- B18 Cs2 O28 -	176809
8103475	- B18 Cu3 O44 Tl4 -	187550
1511426	- B18 Li7.4 O0.7 -	176729
1511429	- B18 O72.994 V12 Zn6 -	176729
1511433	- B19 O31 Rb5 -	176729
4001749	- B Ba Li O3 -	176432
1511440	- B Ba Li O3 -	176435
1511464	- B Ca Li O3 -	176435
1511465	- B Ca O4 Y -	176432
2105423	- B Ca3 Er3 Ge2 O13 -	176435
2310105	- B4 Ba O7 -	176435
1511469	- B4 Ba O7 -	176432
1511470	- B4 Ba3 O12 Pr2 -	176729
1511472	- B4 Li O10 Sc Sr2 -	176432
1511473	- B4 Li2 O7 -	176729
1511474	- B4 Li4 O24 Si8 -	176729
1511482	- B4 Mn O7 -	176435
1511489	- B4 Ba5 O11 -	176729
1511494	- B4 Nd2 O12 Sr3 -	176432
1511496	- B4 O11 Sc2 Sr2 -	176729
1511497	- B4 O12 Pr Sc3 -	176435
1511498	- B4 O12 Pr2 Sr3 -	176432
1511499	- B4 O7 Rb2 -	176729
1511501	- B4 O7 Sr -	176435
1511502	- B4 O7 Tl2 -	176729
1511503	- B4 O7 Zn -	176435
2105425	- B4 O7 Zn -	176435
1513987	- Li0.05 Mn2 O4 -	176788
1511522	- B4.68 Mn Na2 O11 Zn2 -	176435
7209482	- B5 Ce O10 Zn -	176432
1511532	- B5 Co Ho O10 -	176432
1511533	- B5 Co La O10 -	176432
1511535	- B5 Co Nd O10 -	176432
1511536	- B5 Co O10 Sm -	176432
1511537	- B5 Co O10 Y -	176432
1511538	- B5 Co O10 Yb -	176432
1511539	- B5 Cs O8 -	176435
1511540	- B5 Cs O8 -	176435
7209483	- B5 Cu Lu O10 -	176453
1511541	- B5 Cu O10 Tb -	176435
7209484	- B5 Cu O10 Tm -	176453
1511544	- B5 Gd Ni O10 -	176432
1511549	- B5 La Mg O10 -	176435
1511550	- B5 Mg Na3 O10 -	176435
7209486	- B4 Ca O7 -	176453
1511553	- B5 Nd Ni O10 -	176432
7209487	- B5 Nd O10 Zn -	176432
7209488	- B5 O10 Tb Zn -	176432
1511554	- B5 O8 Rb -	176435
1511568	- B4 Ca3 Ga3 O15 Y -	176435
8103484	- B6 Ba2 Ca O12 -	176466
7209489	- B6 Ba2 Co O12 -	176453
7209490	- B6 Ba2 Mn O12 -	176453
7209491	- B6 Ba2 O12 Zn -	176453
2310110	- B4 Cd O7 -	176435
1511592	- B6 Co4 O13 -	176729
2105428	- B6 Cs2 O10 -	176768
2310111	- B6 Cs2 O10 -	176809
1511597	- B6 Cu9 O22 Ti2 -	176729
4119078	- B6 Dy4 O15 -	178961
1511603	- B6 Eu3.33 Gd3.63 Ge2 Nd3.33 O34 Sm3.71 -	176729
1511610	- B6 Ge2 La4 O34 Tb10 -	176729
1511611	- B6 Ge2 Nd14 O34 -	176729
1511612	- B6 Ge2 O34 Sm14 -	176729
4119079	- B6 Ho O18 Sc Sr6 -	176467
7209493	- B6 Ho4 O15 -	180425
1511617	- B4 Ce O12 Sc3 -	176435
1511635	- B6 O -	211196
1511637	- B6 O13 Zn4 -	176729
1511638	- B6 O13 Zn4 -	176729
1511639	- B6 O18 Sc Sr6 Y -	176435
1511650	- B66.8 O0.36 Th -	176435
1511654	- B4 Co O7 -	176435
1511669	- B7 Cs3 O12 -	176729
1511684	- B7 O12 Rb3 -	176729
2105432	- B8 Ba O13 -	176435
7209495	- B8 Cu Dy2 O16 -	176453
7209496	- B8 Cu Ho2 O16 -	176453
7209497	- B8 Cu O16 Tb2 -	176453
1511694	- B8 La26 O51 -	176729
1511695	- B8 La9 Na3 O27 -	176729
1511697	- B8 O38 Y16.86 -	176729
1511702	- B9 Ba Li O15 -	176435
1511703	- B9 Ba Li O15 -	176435
1511704	- B9 Ba Na O15 -	176435
7209498	- B9 Ba2 K O19 Zn3 -	176453
1511708	- B9 Cs O14 -	176435
1511710	- B9 Li O15 Sr -	176435
1511716	- B4 Ba2 O11 Sc2 -	176729
1511726	- B4 Cs12.01 Mo8 O230 W52 -	176729
7209499	- B4 Cu Er2 O10 -	176453
7209500	- B4 Cu Ho2 O10 -	176453
7209501	- B4 Cu Lu2 O10 -	176453
7209502	- B4 Cu O10 Tm2 -	176453
1511729	- B4 Dy2 O9 -	176729
1511734	- B4 Er2 O12 Sr3 -	176432
2105434	- B4 Eu O7 -	176432
1511738	- B4 Ba3 La2 O12 -	176729
4001752	- B4 Fe3 La O12 -	176467
4001753	- B4 Fe3 Nd O12 -	176467
1511739	- B4 Fe3 O12 Tb -	176435
1511740	- B4 Ga2 Li6 O12 -	176729
1511741	- B4 Ga3 Nd O12 -	176435
1511744	- B4 Gd2 O9 -	176729
1511745	- B4 Ba3 La2 O12 -	176729
7209503	- B4 Hg O7 -	176453
7209504	- B4 Ho2 Ni O10 -	176453
1511746	- B4 Ho8.66 O19 -	176729
1511753	- B4 Ba3 Nd2 O12 -	176729
1511754	- B4 La O12 Sc3 -	176435
1511755	- B4 La O12 Sc3 -	176435
1511756	- B4 La O12 Sc3 -	176435
1511758	- B4 La2 O12 Sr3 -	176432
4331457	- Gd0.571 Mo Na0.286 O4 -	176724
4331458	- Ca1.033 Ga3 La0.967 O7 -	179417
2018922	- Al K O4 Si -	176435
2237725	- Nd2 O7 Ti2 -	176432
7214194	- Li Mn2 O3.92 -	176453
4001764	- Nd9.348 O26 Si6 -	178377
4001765	- Al0.5 Nd9.508 O26 Si5.5 -	178377
9014016	- Ge O2 -	201816
9014025	- O4 Pb W -	201816
9014036	- Cr2 O3 -	201816
9014038	- O7 W2 -	201816
9014045	- Al2 Mg3 O12 Si3 -	201816
9014048	- Na Nb O3 -	201816
9014052	- Ba2 Co O7 Si2 -	201816
9014053	- Ca3 Cu0.92 O13 Si3 -	201816
9014057	- Be O -	201816
9014067	- Cr2 O3 -	205228
9014069	- Al1.33 Fe0.21 Mg0.16 O6 Si0.91 -	201816
9014074	- Ba O3 Ti -	201816
9014081	- Ba Be2 O7 Si2 -	201816
9014097	- Al2 Mg3 O12 Si3 -	201816
9014098	- Al0.2 B2 Fe1.404 Mg3.976 O10 Ti0.42 -	201816
9014103	- Na Nb O3 -	201816
9014106	- Mn0.5 O -	201816
9014108	- Al1.609 Fe0.39 Mg1.001 O4 -	201816
9014112	- Nb2 O6 Pb -	201816
9014114	- Al1.461 Fe0.539 Mg O4 -	201816
9014116	- Ca0.25 Ce0.348 Fe0.03 Gd0.01 La0.12 Nb1.14 Nd0.14 O6 Pr0.04 Sm0.02 Sr0.01 Th0.06 Ti0.86 Y0.02 -	201816
9014117	- Mg O3 Si -	201816
9014118	- Na Nb O3 -	201816
9014119	- Ag O -	201816
9014120	- Be O -	201816
9014122	- Na1.74 Nb2 Nd0.09 O6 -	201816
9014130	- Ba0.02 Ca1.34 Ce0.02 Dy0.02 K0.52 Na0.68 Nd0.04 O20 Pr0.01 Si8 Sm0.01 Th0.26 U0.59 -	201816
9014140	- Ge O2 -	201816
9014147	- Al4 B10.8 Be4.84 Cs0.553 K0.332 O28 -	201816
9014150	- Al0.55 Ca2 Fe1.45 O5 -	201816
9014151	- La0.4 Nb2 O6 Sr0.6 -	201816
9014158	- Al0.82 Ca3 Cr1.15 O12 Si3 Ti0.03 -	201816
9014162	- O3 Sn Sr -	201816
9014165	- Al1.46 Fe0.539 Mg1.001 O4 -	201816
9014166	- Al2 Be3 O18 Si6 -	201816
9014175	- O2 Pb -	201816
9014179	- Ba O3 Ti -	201816
9014181	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014184	- Fe Nb0.13 O6 Ta1.87 -	201816
9014189	- Al2 Mg3 O12 Si3 -	201816
9014191	- Al2 Mg3 O12 Si3 -	201816
9014192	- Al5.478 B3 Ca0.029 Fe3.522 Na0.971 O31 Si6 -	201816
9014195	- Al2 Co0.59 Mg0.41 O4 -	201816
9014203	- Cr2 O3 -	205228
9014206	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014224	- B Ce O5 Si -	201816
9014225	- Fe Nb0.2 O6 Ta1.8 -	201816
9014226	- Al1.461 Fe0.538 Mg1.001 O4 -	201816
9014230	- Ba O3 Ti -	201816
9014235	- Fe4 O5 -	201816
9014242	- Ca3.64 O67.52 Si24 -	201816
9014243	- Fe4 O5 -	201816
9014254	- Al1.609 Fe0.389 Mg1.002 O4 -	201816
9014261	- Cr2 O3 -	205228
9014264	- Ge O2 -	201816
9014267	- Be O -	201816
9014269	- Cr2 O3 -	201816
9014270	- Fe9.966 Na1.608 O17.97 Zn0.99 -	201816
9014273	- Ba O3 Ti -	201816
9014275	- Ca3 O9 Si2 Ti0.14 Zr0.86 -	201816
9014279	- Fe0.09 Mn0.88 Nb0.28 O6 Ta1.72 -	201816
9014282	- Mo O3 -	201816
9014291	- Al1.61 Fe0.388 Mg O4 -	201816
9014297	- Mg2 O4 Si -	201816
9014308	- Al6 Ca8.5 Na O18 -	201816
9014309	- Fe1.001 Nb0.13 O6 Ta1.869 -	201816
9014319	- Ca2 Fe2 O5 -	201816
9014320	- Mn2 O4 Si -	201816
9014323	- Fe2 K Li Na2 O24 Si8 Ti2 -	201816
9014324	- Al0.875 Cr0.125 Nb O4 -	201816
9014327	- Ge O2 -	201816
9014331	- Ca2.5 O9 Si3 -	201816
9014334	- Al1.61 Fe0.39 Mg O4 -	201816
9014338	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014339	- Al2 Cu0.69 Mg0.31 O4 -	201816
9014346	- Be O -	201816
9014348	- Na Nb O3 -	201816
9014351	- Al0.55 Ca2 Fe1.45 O5 -	201816
9014358	- Al7.371 B1.967 Fe0.605 Mg0.24 O18.484 Si1.82 -	201816
9014359	- Al2 Ca3 O6 -	201816
9014362	- Ca3 O5 Si -	201816
9014363	- Al2 Mg3 O12 Si3 -	201816
9014364	- Ca3 O8 V2 -	201816
9014365	- Fe1.001 Nb0.13 O6 Ta1.869 -	201816
9014369	- Na11 O14 Si4 Ti4 -	201816
9014371	- Ca2 Fe2 O5 -	201816
9014376	- Ca0.53 O2 U0.47 -	201816
9014384	- Ba Cu2 O7 Si2 -	201816
9014386	- Al1.461 Fe0.54 Mg1.001 O4 -	201816
9014388	- Ba O9 Si3 Ti -	201816
9014396	- Fe Nb0.2 O6 Ta1.8 -	201816
9014399	- Ba2 Cu O7 Si2 -	201816
9014409	- Al1.609 Fe0.388 Mg1.001 O4 -	201816
9014410	- Ca3.4 O70.76 Si24 -	201816
9014411	- Be O -	201816
9014418	- Al2 Co0.11 Mg0.89 O4 -	201816
9014425	- Al4 Ca O7 -	201816
9014430	- Al1.46 Fe0.538 Mg1.001 O4 -	201816
9014432	- Cr2 O3 -	205228
9014433	- Al3 Na3 O13.8 Si3 -	201816
9014436	- O2 Si -	201816
9014442	- O6 Ta Ti Tm -	201816
9014443	- Ca2.907 O12 Si3 V1.934 -	201816
9014447	- Mg O3 Si -	201816
9014448	- Al2 Mg3 O12 Si3 -	201816
9014450	- Fe2.38 Mg0.17 O4 Si0.45 -	201816
9014452	- La0.1 Nb2 O6 Sr0.9 -	201816
9014457	- Al1.61 Fe0.389 Mg0.999 O4 -	201816
9014463	- Mg1.88 O4 Si0.95 -	201816
9014465	- Al1.457 Fe0.541 Mg O4 -	201816
9014466	- Ca O3 Sn -	201816
9014471	- Mg1.94 O4 Si -	201816
9014475	- O7 Pb2 V2 -	201816
9014478	- Li Nb3 O8 -	201816
9014481	- Al4 B4 Ca1.21 Cs0.07 K0.72 Na0.79 O18 Si2 -	201816
9014483	- Na Nb O3 -	201816
9014486	- O2 Si -	201816
9014487	- Al0.22 Ca2.778 Cr0.07 Mn0.129 O12 Si3 V1.62 -	201816
9014492	- Ba O3 Ti -	201816
9014499	- Al1.609 Fe0.389 Mg O4 -	201816
9014501	- Mg2 O4 Si -	201816
9014505	- O3 Ti1.67 -	201816
9014506	- Ba0.821 Cu O10 Si4 Sr0.179 -	201816
9014508	- Al2 Co0.25 Mg0.75 O4 -	201816
9014510	- Al1.46 Fe0.539 Mg1.001 O4 -	201816
9014511	- Al2 Co0.76 Mg0.25 O4 -	201816
9014512	- Al2 Mg3 O12 Si3 -	201816
9014513	- Fe Nb0.13 O6 Ta1.87 -	201816
9014515	- O6 Pr Ta Ti -	201816
9014518	- Al2 Mg3 O12 Si3 -	201816
9014521	- Fe Nb0.13 O6 Ta1.87 -	201816
9014526	- Al1.61 Fe0.392 Mg1.001 O4 -	201816
9014531	- Na Nb0.9 O2.95 Ti0.1 -	201816
9014535	- Mg O3 Si -	201816
9014537	- Mg1.84 O4 Si0.91 -	201816
9014541	- Ca2 O16 Ti2 Zr5 -	201816
9014548	- Al1.458 Fe0.541 Mg1.001 O4 -	201816
9014551	- Lu O6 Ta Ti -	201816
9014556	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014580	- Cu O -	201816
9014581	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014583	- Al5.466 B3 Ca0.03 Fe3.534 Na0.97 O31 Si6 -	201816
9014588	- Al2 Co0.63 Mg0.37 O4 -	201816
9014593	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014594	- Cr2 O3 -	205228
9014595	- Ca2 O4 Si -	201816
9014598	- Ca0.58 Fe0.5 Mg0.5 Na0.42 O6 Si2 -	201816
9014617	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014621	- Al8 Be Fe0.885 Mg1.73 O16 Sn0.063 Zn0.322 -	201816
9014625	- Mg39 O120 Si28 -	201816
9014627	- Ba O3 Ti -	201816
9014630	- Mn2 O4 Si -	205141
9014631	- Ge O4 Zn2 -	201816
9014635	- Ba O10 Si3 Yb2 -	201816
9014637	- Al1.61 Fe0.39 Mg O4 -	201816
9014645	- Ba O3 Ti -	201816
9014652	- Ge O2 -	201816
9014654	- Na0.48 Nb2 Nd0.52 O6 -	201816
9014661	- Al0.37 Ca2 Fe1.63 O5 -	201816
9014668	- Ba O3 Ti -	201816
9014669	- Al2 Mg3 O12 Si3 -	201816
9014672	- Fe Ge O3 -	201816
9014684	- Fe Ge O3 -	201816
9014690	- Ba0.276 Cu O10 Si4 Sr0.724 -	201816
9014695	- Cr O4 Sr -	205215
9014699	- Al2 Mg3 O12 Si3 -	201816
9014715	- Al1.61 Fe0.391 Mg0.999 O4 -	201816
9014717	- Al1.462 Fe0.537 Mg O4 -	201816
9014732	- Fe Nb0.13 O6 Ta1.87 -	201816
9014735	- Al2 Co0.5 O4 Zn0.5 -	201816
9014739	- B Cs O6 Si2 -	201816
9014742	- Al1.45 Fe0.55 Mg O4 -	201816
9014743	- Ba O3 Ti -	201816
9014745	- O6 Ta Tb Ti -	201816
9014756	- Ba O3 Ti -	201816
9014762	- Ce0.6 Fe0.366 O22 Si4 Sr3.4 Ti3.724 Zr0.91 -	201816
9014764	- Ca2 Fe2 O5 -	201816
9014765	- O4 Si Zn2 -	201816
9014774	- Ba O3 Ti -	201816
9014785	- Mg1.88 O4 Si0.96 -	201816
9014794	- La0.52 Na0.48 Nb2 O6 -	201816
9014805	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9014809	- Be O -	201816
9014810	- Cr2 O3 -	205228
9014816	- Al2 Co0.75 O4 Zn0.25 -	201816
9014820	- Fe1.1 Mg0.75 Mn0.15 O4 Si -	201816
9014821	- Al1.61 Fe0.389 Mg1.001 O4 -	201816
9014824	- Cr2 O3 -	205228
9014826	- Al2 Co O4 -	201816
9014828	- Fe2.16 Mg0.31 O4 Si0.53 -	201816
9014830	- Al K0.985 O4 Si -	201816
9014831	- Al1.611 Fe0.39 Mg O4 -	201816
9014832	- O4 Si Zn2 -	201816
9014846	- Mg1.84 O4 Si0.95 -	201816
9014850	- Cr2 O3 -	201816
9014854	- Al0.66 Ca1.96 Fe0.12 Mg0.24 Na0.04 O7 Si1.3 -	201816
9014858	- Be O -	201816
9014860	- Mg O3 Si -	201816
9014863	- Al2 Mg3 O12 Si3 -	201816
9014869	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9014880	- Fe2 O3 -	201816
9014881	- Fe Nb0.2 O6 Ta1.8 -	201816
9014884	- Ca4 Na4 O18 Si6 -	201816
9014885	- Al0.76 Cr0.24 Nb O4 -	201816
9014886	- Fe O7 Ti3 -	201816
9014888	- Al1.99 Ca2 Cr0.46 Fe0.08 Mg0.45 Mn0.02 O14 Si3 -	201816
9014892	- Ba Cu2 O7 Si2 -	201816
9014893	- O3 V2 -	201816
9014894	- Ba O7 Si2 Zn2 -	201816
9014896	- Al1.61 Fe0.389 Mg1.001 O4 -	201816
9014898	- O3 V2 -	201816
9014903	- Al1.98 Ca0.69 Cr0.02 Fe1.08 Mg1.23 O12 Si3 -	201816
9014906	- Ca0.51 Fe0.33 Mg0.35 Mn3.81 O15 Si5 -	201816
9014910	- Cu2 O7 V2 -	201816
9014913	- B La O5 Si -	201816
9014921	- Fe Ge O3 -	201816
9014923	- Al1.463 Fe0.538 Mg1.003 O4 -	201816
9014924	- Ba0.105 Cu O10 Si4 Sr0.895 -	201816
9014925	- Ba O9 Si3 Ti -	201816
9014929	- Ca O14.249 Si4 V -	201816
9014931	- Ba Cu O10 Si4 -	201816
9014934	- Cu O -	201816
9014940	- Mn O4 V2 -	201816
9014953	- Al2 Mg3 O12 Si3 -	201816
9014954	- La0.09 Na1.74 Nb2 O6 -	201816
9014956	- Ba O9 Si3 Ti -	201816
9014959	- Al1.611 Fe0.391 Mg O4 -	201816
9014962	- Al0.55 Ca2 Fe1.45 O5 -	201816
9014975	- Ba0.636 Cu O10 Si4 Sr0.364 -	201816
9014977	- Fe0.093 Mg0.908 O3 Si -	201816
9014983	- Mg O3 Si -	201816
9014985	- Mg1.86 O4 Si0.94 -	201816
9014987	- Mo O3 -	201816
9014989	- Al1.609 Fe0.389 Mg O4 -	201816
9014990	- Al1.463 Fe0.537 Mg1.002 O4 -	201816
9014995	- Al K0.983 O4 Si -	201816
9015000	- Cr2 O3 -	201816
9015007	- Fe Nb0.2 O6 Ta1.8 -	201816
9015008	- B4 La4 O15 Si3 -	201816
9015020	- Al1.46 Fe0.538 Mg O4 -	201816
9015023	- Mg1.92 O4 Si0.98 -	201816
9015024	- Mg0.125 O1.872 Zr0.875 -	201816
9015032	- Fe O3 Si -	201816
9015033	- La O6 Ta Ti -	201816
9015037	- Fe1.4 Mn0.6 O4 Si -	201816
9015046	- Ba O9 Si3 Ti -	201816
9015050	- Be O -	201816
9015051	- Al1.46 Fe0.537 Mg1.002 O4 -	201816
9015054	- Ca O3 Sn -	201816
9015059	- Fe O2 -	201816
9015061	- Al6.79 B O18 Si3 -	201816
9015065	- Fe2 O3 -	201816
9015070	- Ba Cu2 Ge2 O7 -	201816
9015074	- Mg Mn O4 Si -	201816
9015079	- Ba0.193 Cu O10 Si4 Sr0.807 -	201816
9015080	- Fe0.54 K Li Mn1.46 Na2 O24 Si8 Ti2 -	201816
9015087	- O2 Si -	201816
9015091	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9015109	- Al1.462 Fe0.538 Mg1.001 O4 -	201816
9015117	- O0.984 Y0.065 Zr0.935 -	201816
9015124	- Ca1.784 Fe1.72 K0.1 Mg3.494 Na1.058 O24 Si8 -	201816
9015125	- O7 Si2 Sr V -	201816
9015126	- Al2 Cu O4 -	201816
9015127	- Cu3 O8 V2 -	201816
9015131	- Al0.666 O -	201816
9015139	- Al K0.985 O4 Si -	201816
9015148	- Na Nb0.85 O2.925 Ti0.15 -	201816
9015150	- Ca2.862 O12 Si3 V1.902 -	201816
9015155	- Fe1.001 Nb0.13 O6 Ta1.871 -	201816
9015157	- Ca O3 Sn -	201816
9015158	- Be D2 O2 -	201816
9015162	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9015174	- Fe Nb1.2 O6 Ta0.8 -	201816
9015179	- Al1.608 Fe0.388 Mg1.002 O4 -	201816
9015181	- Al2 Mg3 O12 Si3 -	201816
9015183	- Al1.61 Fe0.388 Mg O4 -	201816
9015184	- Ba0.402 Cu O10 Si4 Sr0.598 -	201816
9015185	- Fe8 O17 -	201816
9015191	- Be O -	201816
9015192	- Mg Mn O4 Si -	201816
9015194	- Ba O9 Si3 Ti -	201816
9015202	- Al1.609 Fe0.388 Mg1.001 O4 -	201816
9015214	- Mg1.84 O4 Si0.93 -	201816
9015218	- Al1.609 Fe0.389 Mg O4 -	201816
9015222	- Nd O6 Ta Ti -	201816
9015223	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9015225	- Al13.571 B3.58 Fe0.8 Mg1.634 O37 Si4 -	201816
9015236	- Ba O3 Ti -	201816
9015246	- Ca O12.18 Si4 V -	201816
9015247	- Mg1.8 O4 Si0.97 -	201816
9015255	- Eu2 O7 Ta2 -	201816
9015256	- Al2.01 Cu0.01 Mg0.99 O4 -	201816
9015272	- Al2 Cu0.24 Mg0.76 O4 -	201816
9015273	- Fe1.1 Mg0.75 Mn0.15 O4 Si -	201816
9015274	- Mg2 O4 Si -	201816
9015277	- La0.3 Nb2 O6 Sr0.7 -	201816
9015279	- Nb2 Nd0.67 O6 -	201816
9015285	- Mg1.9 O4 Si -	201816
9015291	- Al1.461 Fe0.538 Mg1.001 O4 -	201816
9015299	- Nb2 O6 Sr -	201816
9015304	- Al2 Cu0.12 Mg0.88 O4 -	201816
9015305	- Al0.37 Ca2 Fe1.63 O5 -	201816
9015309	- O2 Si -	201816
9015318	- Ca0.74 Ce0.03 K0.6 Mg0.04 Mn0.2 Na0.9 O20 Pb0.01 Si8 Th0.88 -	201816
9015325	- Al0.76 Cr0.24 Nb O4 -	201816
9015338	- Ba Cu O10 Si4 -	201816
9015341	- Mg1.92 O4 Si -	201816
9015345	- Mg Mn O4 Si -	201816
9015352	- Al1.609 Fe0.391 Mg O4 -	201816
9015355	- O2 Ti -	201816
9015363	- Mg1.9 O4 Si -	201816
9015365	- Fe Ge2 Li O6 -	201816
9015366	- Al1.609 Fe0.389 Mg O4 -	201816
9015368	- Al0.41 Ca1.5 Fe0.16 Mg0.39 Na0.5 O7 Si2 -	201816
9015369	- Al2 Co0.25 O4 Zn0.75 -	201816
9015388	- Cu2.64 Mo0.04 O8 V1.94 Zn0.36 -	201816
9015392	- O2 Si -	201816
9015393	- Al2 Mg3 O12 Si3 -	201816
9015396	- Fe2 Mn3 O12 Si3 -	201816
9015399	- Fe11 Na2.4 O16.03 -	264424
9015401	- Mo O3 -	201816
9015402	- Ba9 O112 Ti36.4 V19.6 -	201816
9015404	- Ca O3 Sn -	201816
9015407	- Fe1.001 Nb0.13 O6 Ta1.871 -	201816
9015421	- Ca3 O5 Si -	201816
9015427	- Al0.84 Ca2.88 Fe1.32 La0.09 Mg0.1 Mn0.03 Nb0.44 O12 Si0.75 Ti0.09 Zr1.46 -	201816
9015428	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9015429	- Al1.463 Fe0.537 Mg O4 -	201816
9015434	- Mg0.125 O1.872 Zr0.875 -	201816
9015442	- Cr2 O3 -	205228
9015443	- Al0.474 Ca3 Fe1.746 Hf0.016 Nb0.038 O12 Sc0.018 Si0.51 Sn0.192 Ti0.426 U0.212 Zr1.356 -	201816
9015449	- Al1.61 Fe0.39 Mg1.002 O4 -	201816
9015454	- Al2 Mg3 O12 Si3 -	201816
9015457	- Na O3.492 U -	201816
9015462	- Ho O6 Ta Ti -	201816
9015469	- Al Na O6 Si2 -	201816
9015470	- Al1.61 Fe0.39 Mg O4 -	201816
9015480	- Al2 Mg3 O12 Si3 -	201816
9015482	- Fe Nb0.13 O6 Ta1.87 -	201816
9015502	- Ba O9 Si3 Ti -	201816
9015503	- Fe2 O3 -	201816
9015506	- La0.3 Nb2 O6 Sr0.7 -	201816
9015514	- Al2 Co0.34 Mg0.66 O4 -	201816
9015532	- Fe Nb0.13 O6 Ta1.87 -	201816
9015536	- Al K0.984 O4 Si -	201816
9015539	- Al1.457 Fe0.544 Mg1.001 O4 -	201816
9015550	- La0.741 Nb1.778 O6 Ti0.222 -	201816
9015551	- Al2 Cu0.06 Mg0.94 O4 -	201816
9015552	- Ba Co2 O7 Si2 -	201816
9015568	- Cu O -	201816
9015569	- O3 V2 -	201816
9015573	- La Nb O6 Ti -	201816
9015577	- Al1.461 Fe0.538 Mg1.001 O4 -	201816
9015584	- Ca O8 Ti Zr2.5 -	201816
9015589	- Al2 Co0.48 Mg0.52 O4 -	201816
9015591	- Li Nb3 O8 -	201816
9015597	- Al4 B10.68 Be5.32 Cs0.34 K0.34 O28 Rb0.17 -	201816
9015602	- Fe Nb0.13 O6 Ta1.87 -	201816
9015605	- Fe Nb0.13 O6 Ta1.87 -	201816
9015607	- La0.67 Nb2 O6 -	201816
9015610	- Mg1.9 O4 Si0.99 -	201816
